permalink,name,homepage_url,category_list,market,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,founded_month,founded_quarter,founded_year,first_funding_at,last_funding_at
/organization/aldermore-bank-plc,Aldermore Bank plc,http://aldermore.co.uk,,, 60 610 057 ,operating,GBR,,GBR - Other,,1,01/01/2009,2009-01,2009-Q1,2009,21/01/2014,21/01/2014
/organization/aldexa-therapeutics,Aldexa Therapeutics,http://www.neuronsystemsinc.com,|Biotechnology|, Biotechnology , 4 793 666 ,closed,USA,MA,Boston,Burlington,1,01/01/2004,2004-01,2004-Q1,2004,03/01/2013,03/01/2013
/organization/aldis,Aldis,http://www.aldiscorp.com,|Software|, Software , 11 043 722 ,operating,USA,TN,Knoxville,Oak Ridge,3,01/01/2006,2006-01,2006-Q1,2006,22/10/2007,01/06/2012
/organization/alea,Alea,http://www.alea.de,|Software|, Software , 5 820 000 ,operating,DEU,,Jena,Jena,2,,,,,25/04/2006,19/07/2006
/organization/alector,Alector,http://alector.com,|Biotechnology|, Biotechnology , -   ,operating,USA,CA,SF Bay Area,San Francisco,1,01/01/2013,2013-01,2013-Q1,2013,31/10/2013,31/10/2013
/organization/alectrica-motors,Alectrica Motors,http://www.Alectrica.com,|Automotive|, Automotive , -   ,operating,USA,FL,Tampa,Tampa,1,01/06/2013,2013-06,2013-Q2,2013,13/10/2013,13/10/2013
/organization/aledade,Aledade,http://www.aledade.com,|Hospitality|Health Care|, Health Care , 4 500 000 ,operating,USA,MD,"Washington, D.C.",Bethesda,1,01/01/2014,2014-01,2014-Q1,2014,18/06/2014,18/06/2014
/organization/aledia,Aledia,http://www.aledia.com,|Hardware + Software|, Hardware + Software , 12 828 000 ,operating,,,,,1,01/01/2011,2011-01,2011-Q1,2011,03/04/2013,03/04/2013
/organization/alegr-a,Alegría,http://www.cervezasalegria.com/,|Craft Beer|, Craft Beer , 270 862 ,operating,,,,,1,01/01/2014,2014-01,2014-Q1,2014,12/06/2014,12/06/2014
/organization/alegro-health,Alegro Health,http://alegrohealth.com,|Health and Wellness|, Health and Wellness , 6 171 709 ,operating,CAN,ON,Toronto,Toronto,1,01/01/2003,2003-01,2003-Q1,2003,15/06/2009,15/06/2009
/organization/alekto,Alekto,http://www.alekto.co,|Credit|Finance|, Credit , 50 000 ,closed,USA,NC,Raleigh,Durham,1,01/07/2012,2012-07,2012-Q3,2012,27/08/2012,27/08/2012
/organization/alektrona,Alektrona,http://www.alektrona.com,|Clean Technology|, Clean Technology , 710 000 ,operating,USA,RI,Providence,Providence,2,01/01/2004,2004-01,2004-Q1,2004,21/07/2010,29/02/2012
/organization/alenty,ALENTY,http://www.alenty.com,|Brand Marketing|Web Development|Analytics|Advertising|, Web Development , 571 520 ,acquired,FRA,,Paris,Paris,1,01/01/2007,2007-01,2007-Q1,2007,20/10/2007,20/10/2007
/organization/alephcloud-systems,AlephCloud Systems,http://alephcloud.com,|Enterprise Software|, Enterprise Software , 9 500 000 ,operating,USA,CA,SF Bay Area,Sunnyvale,2,01/01/2011,2011-01,2011-Q1,2011,04/05/2012,22/05/2013
/organization/alephd,AlephD,http://www.alephd.com,|Advertising|, Advertising , 2 000 000 ,operating,FRA,,Paris,Paris,1,30/09/2012,2012-09,2012-Q3,2012,03/11/2013,03/11/2013
/organization/alere,Alere,http://www.alere.com,|Health Care|Pharmaceuticals|Hardware + Software|, Health Care , 400 000 000 ,operating,USA,MA,Boston,Waltham,1,01/01/1981,1981-01,1981-Q1,1981,21/09/2010,21/09/2010
/organization/alere-analytics,Alere Analytics,http://www.alereanalytics.com/index.html,|Biotechnology|, Biotechnology , 5 000 000 ,operating,USA,MA,Boston,Lowell,1,01/01/1999,1999-01,1999-Q1,1999,25/10/2010,25/10/2010
/organization/alereon,Alereon,http://www.alereon.com,|Hardware|Semiconductors|, Semiconductors , 73 000 000 ,operating,USA,TX,Austin,Austin,5,01/04/2003,2003-04,2003-Q2,2003,25/10/2005,05/06/2012
/organization/alert-logic,Alert Logic,http://www.alertlogic.com,|Cloud Security|Network Security|Security|, Cloud Security , 51 311 845 ,operating,USA,TX,Houston,Houston,8,01/01/2002,2002-01,2002-Q1,2002,19/09/2005,20/08/2013
/organization/alertaphone,AlertaPhone,http://www.alertaphone.com,|Mobile|Crowdsourcing|E-Commerce|, Crowdsourcing , 530 000 ,operating,ESP,,Barcelona,Barcelona,2,01/10/2007,2007-10,2007-Q4,2007,30/11/2011,01/07/2013
/organization/alertenterprise,AlertEnterprise,http://www.alertenterprise.com,|Security|, Security , 27 000 000 ,operating,USA,CA,SF Bay Area,Fremont,2,01/01/2007,2007-01,2007-Q1,2007,11/02/2009,30/08/2011
/organization/myalert,AlertMe,http://www.alertme.com,|Clean Technology|, Clean Technology , 36 781 282 ,operating,GBR,,London,Cambridge,2,01/04/2006,2006-04,2006-Q2,2006,11/06/2009,08/10/2010
/organization/alerts,Alerts,http://www.alerts.com,|Craigslist Killers|News|Mobile Emergency&Health|Charter Schools|Email|Messaging|, Craigslist Killers , 1 200 000 ,operating,USA,WA,Seattle,Bellevue,1,01/12/2007,2007-12,2007-Q4,2007,08/07/2008,08/07/2008
/organization/aleth,Aleth,http://www.aleth.co/,|Analytics|, Analytics , 15 000 ,operating,,,,,1,,,,,12/10/2013,12/10/2013
/organization/alethia-biotherapeutics,Alethia BioTherapeutics,http://www.alethiabio.com,|Biotechnology|, Biotechnology , 13 900 000 ,operating,CAN,QC,Montreal,Montréal,2,01/01/2002,2002-01,2002-Q1,2002,07/09/2010,02/11/2012
/organization/alex-and-ani,Alex and Ani,http://www.alexandani.com,|Lifestyle|Fashion|Retail|E-Commerce|, E-Commerce , -   ,operating,USA,RI,Providence,Cranston,1,01/01/2004,2004-01,2004-Q1,2004,22/10/2012,22/10/2012
/organization/alexandalexa,ALEXANDALEXA,http://www.alexandalexa.com,|Lifestyle|Fashion|E-Commerce|, E-Commerce , 2 316 062 ,operating,GBR,,GBR - Other,,1,01/09/2006,2006-09,2006-Q3,2006,22/12/2010,22/12/2010
/organization/alexander-capital-investments,Alexander Capital Investments,http://www.alexandercapitalinvestments.com/,|Real Estate|, Real Estate , -   ,operating,USA,CA,Ontario - Inland Empire,Rancho Cucamonga,1,09/10/2012,2012-10,2012-Q4,2012,11/02/2013,11/02/2013
/organization/alexandre-de-paris,Alexandre de Paris,http://www.alexandredeparis-accessories.com,|E-Commerce|, E-Commerce , -   ,operating,FRA,,FRA - Other,Arbent,1,01/01/1957,1957-01,1957-Q1,1957,14/03/2013,14/03/2013
/organization/alexis-bittar,Alexis Bittar,,|Fashion|, Fashion , -   ,operating,,,,,1,,,,,31/01/2012,31/01/2012
/organization/alexza-pharmaceuticals,Alexza Pharmaceuticals,http://www.alexza.com,|Health Care|Biotechnology|, Health Care , 68 730 309 ,operating,USA,CA,SF Bay Area,Mountain View,4,,,,,06/10/2009,19/03/2014
/organization/alfalight,Alfalight,http://www.alfalight.com,|Analytics|, Analytics , -   ,operating,USA,WI,Madison,Madison,1,02/02/2009,2009-02,2009-Q1,2009,03/03/2011,03/03/2011
/organization/alfred,Alfred,http://www.alfredclub.com,|Home Automation|Services|, Services , -   ,operating,USA,MA,Boston,Boston,1,01/09/2013,2013-09,2013-Q3,2013,01/03/2013,01/03/2013
/organization/alfresco,Alfresco,http://www.alfresco.com,|Document Management|Enterprises|Enterprise Software|, Document Management , 64 500 000 ,operating,GBR,,London,Maidenhead,4,01/01/2005,2005-01,2005-Q1,2005,01/07/2005,21/08/2014
/organization/alga-energy,Alga Energy,,|Clean Technology|, Clean Technology , 3 913 800 ,operating,,,,,1,,,,,16/10/2012,16/10/2012
/organization/algae-international-group,Algae International Group,http://algaeplanet.com,|Clean Technology|, Clean Technology , 5 000 000 ,operating,USA,TX,Dallas,Addison,1,01/01/2008,2008-01,2008-Q1,2008,23/07/2013,23/07/2013
/organization/algaentis,ALGAentis,http://www.greencleanenergies.com/,|Medical|Biotechnology|, Biotechnology , 29 000 ,operating,USA,CO,Grand Junction,Pagosa Springs,1,25/04/2012,2012-04,2012-Q2,2012,04/06/2014,04/06/2014
/organization/algaeon,Algaeon,http://algaeon-inc.com,|Biotechnology|, Biotechnology , 1 295 863 ,operating,USA,IN,Indianapolis,Indianapolis,2,01/01/2008,2008-01,2008-Q1,2008,19/12/2012,30/05/2013
/organization/algaeventure-systems,Algaeventure Systems,http://algaevs.com/,,, 2 921 625 ,operating,USA,OH,"Columbus, Ohio",Marysville,1,,,,,10/09/2014,10/09/2014
/organization/algal-scientific,Algal Scientific,http://www.algalscientific.com,|Nutraceutical|Animal Feed|Water|Clean Technology|, Animal Feed , 3 065 000 ,operating,,,,,2,07/05/2009,2009-05,2009-Q2,2009,23/03/2009,28/04/2014
/organization/algebraix-data,Algebraix Data,http://www.algebraixdata.com,|Software|, Software , 43 772 394 ,operating,USA,CA,San Diego,Encinitas,4,01/01/2004,2004-01,2004-Q1,2004,08/02/2011,25/11/2013
/organization/algenetix,Algenetix,http://www.algenetix.com,|Biotechnology|, Biotechnology , 2 000 000 ,operating,USA,CA,San Diego,San Diego,1,01/01/2012,2012-01,2012-Q1,2012,02/04/2013,02/04/2013
/organization/algenol-biofuel,Algenol Biofuel,http://www.algenolbiofuels.com,|Clean Technology|, Clean Technology , 25 000 000 ,operating,USA,FL,"Naples, Florida",Bonita Springs,1,01/01/2006,2006-01,2006-Q1,2006,07/12/2007,07/12/2007
/organization/algentis,Algentis,http://algentis.com,|Employer Benefits Programs|Human Resources|Enterprise Software|, Enterprise Software , -   ,operating,USA,CA,SF Bay Area,San Francisco,1,01/01/2006,2006-01,2006-Q1,2006,01/01/2007,01/01/2007
/organization/algevolve,AlgEvolve,http://algevolve.com,|Clean Technology|, Clean Technology , 1 147 396 ,operating,USA,MT,MT - Other,Corvallis,2,01/01/2007,2007-01,2007-Q1,2007,21/04/2010,24/05/2013
/organization/algiax-pharmaceuticals,Algiax Pharmaceuticals,http://www.algiax.com,|Biotechnology|, Biotechnology , 5 477 340 ,operating,DEU,,DEU - Other,Erkrath,1,,,,,16/05/2012,16/05/2012
/organization/algisys,Algisys,http://algisys.com,|Biotechnology|, Biotechnology , 6 153 863 ,operating,USA,OH,Cleveland,Cleveland,1,01/01/2009,2009-01,2009-Q1,2009,14/08/2013,14/08/2013
/organization/algolia,Algolia,http://www.algolia.com,|Search|Software|, Search , 2 822 067 ,operating,USA,CA,SF Bay Area,San Francisco,2,17/09/2012,2012-09,2012-Q3,2012,01/10/2013,19/06/2014
/organization/algolux,Algolux,http://algolux.com/,,, 2 805 667 ,operating,CAN,QC,Montreal,Montréal,2,01/01/2013,2013-01,2013-Q1,2013,01/09/2013,18/08/2014
/organization/algolytics,Algolytics,http://www.statconsulting.eu,|Predictive Analytics|, Predictive Analytics , -   ,operating,POL,,Warsaw,Warszawa,1,01/01/2001,2001-01,2001-Q1,2001,01/01/2013,01/01/2013
/organization/algomi-ltd,Algomi Ltd.,http://algomi.com,,, -   ,operating,USA,NY,New York City,New York,1,25/06/2012,2012-06,2012-Q2,2012,01/09/2013,01/09/2013
/organization/algonomics,Algonomics,http://www.algonomics.com,|Biotechnology|, Biotechnology , 2 014 050 ,acquired,BEL,,Brussels,Bel,1,,,,,20/06/2007,20/06/2007
/organization/algorego,Algorego,http://www.smartimagesolutions.com,|Software|, Software , 376 000 ,closed,LVA,,Riga,Riga,1,,,,,22/03/2007,22/03/2007
/organization/algorithmia,Algorithmia,http://www.algorithmia.com,|Software|, Software , 2 400 000 ,operating,USA,WA,Seattle,Seattle,1,01/01/2013,2013-01,2013-Q1,2013,18/08/2014,18/08/2014
/organization/algorithmics,Algorithmics,http://www.algorithmics.com,,, 200 000 ,acquired,CAN,ON,Toronto,Toronto,1,,,,,20/12/2013,20/12/2013
/organization/algotochip,Algotochip,http://www.algotochip.com,|Hardware + Software|, Hardware + Software , -   ,operating,USA,CA,SF Bay Area,Sunnyvale,1,01/01/2009,2009-01,2009-Q1,2009,27/06/2013,27/06/2013
/organization/algramo,Algramo,http://algramo.cl,,, 40 000 ,operating,CHL,,Santiago,Santiago,1,01/01/2013,2013-01,2013-Q1,2013,25/07/2013,25/07/2013
/organization/seedl-ng,algrano,http://www.algrano.net,|E-Commerce|, E-Commerce , 40 000 ,operating,,,,,1,01/01/2014,2014-01,2014-Q1,2014,25/11/2013,25/11/2013
/organization/ali,Ali,http://www.a-li.com.cn,|Manufacturing|, Manufacturing , 3 204 600 ,operating,CHN,,Beijing,Beijing,2,01/04/2009,2009-04,2009-Q2,2009,01/06/2012,01/10/2013
/organization/alianza,Alianza,http://www.alianza.com,|Outsourcing|SaaS|Cloud Computing|VoIP|Web Hosting|, SaaS , 5 342 432 ,operating,USA,UT,Salt Lake City,Lindon,2,01/01/2009,2009-01,2009-Q1,2009,25/06/2012,01/11/2013
/organization/alibaba,Alibaba,http://www.alibaba.com,|E-Commerce|, E-Commerce , 1 112 000 000 ,operating,CHN,,Hangzhou,Hangzhou,4,01/06/1999,1999-06,1999-Q2,1999,01/10/1999,11/08/2005
/organization/chinavision,Alibaba Pictures Group Limited,http://chinavision.hk/en/Default.aspx,,, 804 000 000 ,operating,HKG,,Hong Kong,Admiralty,1,,,,,01/03/2014,01/03/2014
/organization/alicanto,Alicanto,http://alicanto.com,|Sales and Marketing|Collaboration|Advertising|, Sales and Marketing , 4 000 000 ,operating,USA,CA,SF Bay Area,Palo Alto,1,01/08/2011,2011-08,2011-Q3,2011,29/04/2012,29/04/2012
/organization/alice-app,ALICE App,http://www.aliceapp.com,|Technology|Hospitality|Mobile|, Mobile , 1 800 000 ,operating,USA,NY,New York City,New York,2,01/07/2012,2012-07,2012-Q3,2012,01/06/2013,30/04/2014
/organization/alice-technologies,Alice Technologies,http://alicetechnologies.com,,, 199 956 ,operating,USA,CA,SF Bay Area,San Francisco,1,,,,,02/04/2014,02/04/2014
/organization/alice-com,Alice.com,http://www.alice.com,|E-Commerce|, E-Commerce , 27 890 167 ,closed,USA,WI,WI - Other,Middleton,3,01/06/2008,2008-06,2008-Q2,2008,07/12/2009,31/01/2012
/organization/alien-technology,Alien Technology,http://www.alientechnology.com,|Semiconductors|, Semiconductors , 212 377 366 ,operating,USA,CA,SF Bay Area,Morgan Hill,7,01/01/1994,1994-01,1994-Q1,1994,28/07/2005,08/11/2011
/organization/alienvault,AlienVault,http://www.alienvault.com,|Security|, Security , 92 900 035 ,operating,USA,CA,SF Bay Area,San Mateo,6,07/03/2007,2007-03,2007-Q1,2007,16/06/2010,20/12/2013
/organization/alife-studios-inc,alife studios inc,http://www.alife-studios.com,|Games|, Games , -   ,operating,HKG,,Hong Kong,,1,01/10/2011,2011-10,2011-Q4,2011,01/10/2011,01/10/2011
/organization/align-networks,Align Networks,http://www.alignnetworks.com,|Health Care|, Health Care , -   ,operating,USA,FL,Jacksonville,Jacksonville,1,,,,,18/07/2011,18/07/2011
/organization/align-technology,Align Technology,http://www.aligntech.com,|Health Care|Hardware + Software|, Health Care , 72 299 357 ,operating,USA,CA,SF Bay Area,San Jose,1,,,,,31/08/2009,31/08/2009
/organization/alignable,Alignable,,,, 3 540 578 ,operating,USA,MA,Boston,Waltham,1,,,,,01/04/2014,01/04/2014
/organization/alignalytics,AlignAlytics,http://align-alytics.com,|Analytics|, Analytics , -   ,operating,USA,PA,Philadelphia,Wayne,1,,,,,20/06/2008,20/06/2008
/organization/aligned-telehealth,Aligned TeleHealth,http://www.alignedth.com,|Health and Wellness|, Health and Wellness , 999 500 ,operating,USA,CA,Los Angeles,Agoura Hills,3,,,,,30/01/2014,03/09/2014
/organization/alignent-software,Alignent Software,http://www.alignent.com,|Software|, Software , 6 000 000 ,acquired,USA,CA,San Diego,Carlsbad,1,01/01/2001,2001-01,2001-Q1,2001,18/03/2005,18/03/2005
/organization/alignmed,AlignMed,http://alignmed.com,|E-Commerce|, E-Commerce , 450 000 ,operating,USA,CA,"Orange County, California",Santa Ana,1,01/01/2006,2006-01,2006-Q1,2006,23/10/2013,23/10/2013
/organization/alignment-acquisitions,Alignment Acquisitions,,,, -   ,operating,USA,NY,Long Island,Coram,1,03/08/2008,2008-08,2008-Q3,2008,18/06/2014,18/06/2014
/organization/alignment-healthcare,Alignment Healthcare,http://www.alignmenthealthcare.com/,|Health Care|, Health Care , 125 000 000 ,,USA,CA,Anaheim,Irvine,1,01/01/2013,2013-01,2013-Q1,2013,28/04/2014,28/04/2014
/organization/aligo,Aligo,,|Mobile|, Mobile , 7 920 000 ,operating,USA,CA,SF Bay Area,San Francisco,1,01/01/1999,1999-01,1999-Q1,1999,22/06/2006,22/06/2006
/organization/alike,alike,http://alikeapp.com,|Curated Web|, Curated Web , -   ,operating,,,,,1,,,,,01/08/2012,01/08/2012
/organization/alim-innovations,Alim Innovations,,,, -   ,operating,USA,FL,Daytona Beach,Daytona Beach,1,22/03/2013,2013-03,2013-Q1,2013,27/05/2014,27/05/2014
/organization/alimera-sciences,Alimera Sciences,http://www.alimerasciences.com,|Health Care|Medical|Pharmaceuticals|Biotechnology|, Health Care , 179 300 000 ,operating,USA,GA,Atlanta,Alpharetta,6,01/01/2003,2003-01,2003-Q1,2003,30/11/2005,24/04/2014
/organization/alinto,Alinto,http://www.alinto.com,|Messaging|, Messaging , 727 250 ,operating,USA,PA,PA - Other,Lyon Station,1,01/01/2000,2000-01,2000-Q1,2000,10/09/2009,10/09/2009
/organization/alion-energy,Alion Energy,http://www.alionenergy.com,|Enterprise Software|, Enterprise Software , -   ,operating,USA,CA,SF Bay Area,Richmond,1,01/01/2008,2008-01,2008-Q1,2008,01/12/2010,01/12/2010
/organization/alion-science-and-technology,Alion Science and Technology,http://www.alionscience.com,,, 1 704 600 ,operating,USA,VA,"Washington, D.C.",Mclean,1,,,,,02/09/2014,02/09/2014
/organization/aliopartis,Aliopartis,,,, -   ,operating,,,,,1,,,,,16/08/2008,16/08/2008
/organization/alios-biopharma,Alios BioPharma,http://www.aliosbiopharma.com,|Biotechnology|, Biotechnology , 73 000 000 ,acquired,USA,CA,SF Bay Area,South San Francisco,3,01/01/2006,2006-01,2006-Q1,2006,12/02/2009,07/04/2014
/organization/alise-devices,Alise Devices,http://www.alise-devices.com/,,, 52 547 ,,ESP,,Madrid,Madrid,1,01/01/2011,2011-01,2011-Q1,2011,01/05/2013,01/05/2013
/organization/alitalia,Alitalia,http://alitalia.com,|Travel|, Travel , 412 000 000 ,operating,ITA,,Rome,Rome,1,01/01/1946,1946-01,1946-Q1,1946,10/12/2013,10/12/2013
/organization/aliva-biopharmaceuticals,Aliva Biopharmaceuticals,,,, 12 870 407 ,operating,USA,CA,Los Angeles,Pasadena,1,,,,,13/01/2010,13/01/2010
/organization/alive-juices,Alive Juices,http://alivejuices.com/,|Consulting|, Consulting , 50 000 ,operating,USA,DC,"Washington, D.C.",Washington,1,01/05/2013,2013-05,2013-Q2,2013,22/07/2014,22/07/2014
/organization/alive-cn,alive.cn,http://alive.cn,|Analytics|Celebrity|Social Media|Advertising|, Advertising , 1 050 000 ,operating,HKG,,Hong Kong,,2,03/08/2011,2011-08,2011-Q3,2011,01/09/2011,11/01/2013
/organization/alivecor,AliveCor,http://alivecor.com,|Health and Wellness|, Health and Wellness , 13 500 000 ,operating,USA,CA,SF Bay Area,San Francisco,2,,,,,02/08/2011,10/06/2012
/organization/aliveshoes,Aliveshoes,http://www.aliveshoes.com,,, 595 000 ,operating,NLD,,Amsterdam,Amsterdam,2,,,,,02/04/2013,26/06/2013
/organization/alixarx,AlixaRx,http://www.alixarx.com,|Biotechnology|, Biotechnology , 100 000 000 ,operating,USA,TX,Dallas,Plano,1,01/01/2012,2012-01,2012-Q1,2012,02/07/2013,02/07/2013
/organization/aliz-pharma,Alizé Pharma,http://www.alize-pharma.com,|Biotechnology|, Biotechnology , 10 562 781 ,operating,FRA,,Lyon,Écully,2,01/01/2007,2007-01,2007-Q1,2007,04/06/2012,10/09/2014
/organization/alkaline-water,ALKALINE WATER,http://thealkalinewaterco.com,|Nonprofits|, Nonprofits , 960 000 ,operating,USA,AZ,Phoenix,Scottsdale,3,01/01/2012,2012-01,2012-Q1,2012,20/08/2013,19/08/2014
/organization/alkami-technology,Alkami Technology,http://www.alkamitech.com,|Financial Services|Software|, Software , 26 000 000 ,,USA,TX,Dallas,Plano,3,01/11/2009,2009-11,2009-Q4,2009,06/09/2011,20/02/2014
/organization/alkermes,Alkermes,http://www.alkermes.com,|Biotechnology|, Biotechnology , 250 000 000 ,operating,USA,MA,Boston,Waltham,1,,,,,13/01/2014,13/01/2014
/organization/alkeus-pharmaceuticals,Alkeus Pharmaceuticals,http://alkeus.com,|Biotechnology|, Biotechnology , 100 000 ,operating,USA,MA,Boston,Boston,1,,,,,21/10/2010,21/10/2010
/organization/alkilu-enterprises,ALKILU Enterprises,http://www.alkilu.com,|Environmental Innovation|Identity|Outdoors|Consumers|Consumer Goods|Hardware + Software|, Consumer Goods , 250 000 ,operating,USA,CA,Los Angeles,Los Angeles,1,01/06/2013,2013-06,2013-Q2,2013,01/06/2013,01/06/2013
/organization/alkymos,Alkymos,http://alkymos.com,|Manufacturing|, Manufacturing , 218 500 ,operating,,,,,1,,,,,21/11/2013,21/11/2013
/organization/all-about-baby,All About Baby.,,|E-Commerce|, E-Commerce , 2 410 000 ,operating,USA,NC,Greensboro,Greensboro,1,01/01/2007,2007-01,2007-Q1,2007,07/07/2010,07/07/2010
/organization/all-access-telecom,All Access Telecom,http://www.allaccesstelecom.com,|Web Hosting|, Web Hosting , 250 000 ,operating,,,,,1,,,,,14/10/2010,14/10/2010
/organization/all-at-home,All At Home,http://www.allathome.com,|Software|, Software , 10 000 ,operating,USA,GA,GA - Other,Hoschton,1,,,,,12/07/2010,12/07/2010
/organization/all-campus,All Campus,http://allcampus.com,|Education|, Education , 7 500 000 ,operating,USA,IL,Chicago,Chicago,2,01/08/2012,2012-08,2012-Q3,2012,07/08/2012,23/06/2014
/organization/all-copy-products,All Copy Products,http://www.allcopyproducts.com,|Hardware + Software|, Hardware + Software , 750 000 ,operating,USA,CO,Denver,Denver,1,01/01/1975,1975-01,1975-Q1,1975,28/03/2005,28/03/2005
/organization/all-def-digital,All Def Digital,http://alldefdigital.com,|Media|, Media , 5 000 000 ,operating,USA,CA,Los Angeles,Los Angeles,1,,,,,06/08/2014,06/08/2014
/organization/all-in-one-medical,All in One Medical,http://www.allinonemedical.com,|Health Care|, Health Care , 4 545 754 ,operating,GBR,,London,Horsham,1,01/01/2003,2003-01,2003-Q1,2003,25/02/2014,25/02/2014
/organization/all-my-data,All My Data,http://www.amdwebhost.com,|Internet|Web Hosting|, Internet , 25 000 ,operating,,,,,1,01/01/2003,2003-01,2003-Q1,2003,01/05/2005,01/05/2005
/organization/all-protector-agency-llc,All Protector Agency,http://www.allprotectoragency.com/,|Venture Capital|Finance|, Finance , -   ,operating,USA,NJ,Newark,Howell,1,04/01/2012,2012-01,2012-Q1,2012,23/03/2013,23/03/2013
/organization/all-together-now,All Together Now,http://www.getalltogethernow.com,|Web Development|SaaS|Enterprise Software|, Enterprise Software , -   ,closed,USA,CA,SF Bay Area,Santa Cruz,1,01/06/2011,2011-06,2011-Q2,2011,01/01/2011,01/01/2011
/organization/all-web-leads-inc,All Web Leads,http://www.allwebleads.com,,, 5 000 000 ,operating,USA,TX,Austin,Austin,1,01/01/2005,2005-01,2005-Q1,2005,03/06/2008,03/06/2008
/organization/all-scrap,All-Scrap,http://www.all-scrap.com,|Curated Web|, Curated Web , 100 000 ,operating,,,,,1,01/10/2007,2007-10,2007-Q4,2007,01/06/2007,01/06/2007
/organization/all-star-sports-center,All-Star Sports Center,http://www.all-starsportscenter.com/,|Sports|, Sports , 28 000 ,operating,USA,CA,CA - Other,La,1,01/03/2013,2013-03,2013-Q1,2013,25/11/2013,25/11/2013
/organization/all4staff,All4Staff,http://all4staff.com,,, 235 000 ,operating,USA,CO,Denver,Boulder,1,01/01/2014,2014-01,2014-Q1,2014,09/10/2014,09/10/2014
/organization/allakos,Allakos,http://www.allakos.com,|Biotechnology|, Biotechnology , 44 499 997 ,operating,USA,CA,SF Bay Area,San Mateo,3,01/01/2012,2012-01,2012-Q1,2012,20/12/2012,30/09/2014
/organization/allani,Allani,http://allani.pl,|Lead Generation|Social Commerce|E-Commerce|Fashion|, Fashion , -   ,operating,POL,,Krakow,Cracow,1,26/04/2012,2012-04,2012-Q2,2012,30/06/2013,30/06/2013
/organization/allasso-industries,Allasso Industries,http://allassoindustries.com,|Design|, Design , 443 000 ,operating,USA,NC,Raleigh,Morrisville,1,01/01/2001,2001-01,2001-Q1,2001,17/11/2009,17/11/2009
/organization/allazo-health,AllazoHealth,http://allazohealth.com,|Health Care|Health and Wellness|, Health Care , -   ,operating,USA,NY,New York City,New York,2,01/01/2011,2011-01,2011-Q1,2011,19/07/2012,22/07/2014
/organization/allbusiness-com,AllBusiness.com,http://www.allbusiness.com,|Small and Medium Businesses|Publishing|Media|Curated Web|, Curated Web , 22 400 000 ,operating,USA,CA,SF Bay Area,San Francisco,2,01/01/1999,1999-01,1999-Q1,1999,01/07/2004,01/02/2006
/organization/allclasses,Allclasses,http://allclasses.com,|Search|Training|Education|Curated Web|, Search , 1 500 000 ,operating,USA,MA,Boston,Boston,1,01/01/2013,2013-01,2013-Q1,2013,06/05/2014,06/05/2014
/organization/allclear-id,AllClear ID,http://www.allclearid.com,|Security|, Security , 9 300 000 ,operating,USA,TX,Austin,Austin,1,01/01/2004,2004-01,2004-Q1,2004,29/04/2008,29/04/2008
/organization/alldigital,AllDigital,http://www.alldigital.com,|Android|iOS|Analytics|Digital Rights Management|Data Security|Video Streaming|Security|Video on Demand|, iOS , 2 725 204 ,,USA,CA,Anaheim,Irvine,3,03/08/2009,2009-08,2009-Q3,2009,08/11/2011,12/02/2014
/organization/alleantia,Alleantia,http://www.alleantia.com/en,|Internet of Things|, Internet of Things , 539 007 ,operating,ITA,,Pisa,Pisa,3,01/07/2011,2011-07,2011-Q3,2011,13/06/2011,01/06/2013
/organization/allecra-therapeutics,Allecra Therapeutics,http://allecra.com,|Biotechnology|, Biotechnology , 19 567 500 ,operating,FRA,,FRA - Other,Saint-louis-et-parahou,1,01/01/2013,2013-01,2013-Q1,2013,18/04/2013,18/04/2013
/organization/allegheny-general-hospital,Allegheny General Hospital,http://ahn.org,|Health Care|, Health Care , 1 415 000 ,operating,,,,,2,,,,,21/01/2014,24/03/2014
/organization/allegiance,Allegiance,http://www.allegiance.com,|Software|, Software , 51 662 275 ,operating,USA,UT,Salt Lake City,South Jordan,4,01/01/2005,2005-01,2005-Q1,2005,25/04/2007,04/02/2014
/organization/allegiance-health-foundation,Allegiance Health Foundation,http://allegiancehealth.org,|Health and Wellness|, Health and Wellness , 157 000 ,operating,USA,MI,Lansing,Jackson,1,01/01/1918,1918-01,1918-Q1,1918,12/02/2014,12/02/2014
/organization/allegorithmic,Allegorithmic,http://www.allegorithmic.com,|Software|, Software , 1 940 000 ,operating,FRA,,Clermont-ferrand,Clermont-ferrand,1,01/01/2003,2003-01,2003-Q1,2003,15/07/2010,15/07/2010
/organization/allegory-law,Allegory Law,http://allegorylaw.com,|Legal|, Legal , 550 000 ,operating,USA,NY,New York City,New York,1,01/01/2011,2011-01,2011-Q1,2011,27/03/2013,27/03/2013
/organization/allegro-development-corporation,Allegro Development Corporation,http://www.allegrodev.com,|Software|, Software , -   ,operating,USA,TX,Dallas,Dallas,1,01/01/1984,1984-01,1984-Q1,1984,31/01/2008,31/01/2008
/organization/allegro-diagnostics,Allegro Diagnostics,http://www.allegrodx.com,|Biotechnology|, Biotechnology , 5 400 000 ,acquired,USA,MA,Boston,Maynard,1,01/01/2006,2006-01,2006-Q1,2006,07/07/2011,07/07/2011
